proposal_id,text
P01148,"Facilitate an integrated pest management demonstration in a common crop grown around Krishi Nagar. The project emphasizes non-chemical practices and farmer field schools, with simple monitoring charts."
P01149,"Support panchayat planning and budgeting in Shivapuram by compiling data on WASH, roads, and livelihood assets. The project will help convert this into a simple presentation for the gram sabha."
P01150,"Facilitate an integrated pest management demonstration in a common crop grown around Krishi Nagar. The project emphasizes non-chemical practices and farmer field schools, with simple monitoring charts."
P01151,"Support disaster preparedness and response planning in Bhavani Kheda. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P01152,"Support a small social audit-style review of one scheme in Kaveri Tanda. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P01153,"Support low-cost housing construction quality monitoring for PMAY houses in Tulsi Gram. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P01154,"Support baseline and endline studies for a new Gram Sahayta initiative in Kaveri Tanda. Students will design questionnaires, manage mobile data collection, and assist in data cleaning and analysis."
P01155,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Nirmalgaon. The project includes condition assessment and prioritization for repairs."
P01156,"Support low-cost housing construction quality monitoring for PMAY houses in Chitrani Block. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P01157,"Support kitchen gardens and nutrition gardens for anganwadi-linked households in Kaveri Tanda. Students will help design small plots, choose crop mixes, and document yield and diet changes over one season."
P01158,"Design a solar pumping system proposal for drinking water or irrigation in Shivapuram. The team will estimate head, discharge needs, and solar array size, and compare costs with diesel pumping."
P01159,"Support a small social audit-style review of one scheme in Lakshmipur. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
